;pdf_name;page_nr;page_section;climate_related;domain;ron;transition;text
249;Commerzbank_2022_EN-2;14;6;;;;;"considered these data in conjunction with 
the volume of business in each sector.  
In the case of transition biodiv ersity risks for credit risk, the 
negative impact of business acti vities on the environment and the 
consequences due to"
250;Commerzbank_2022_EN-2;14;7;;;;;"anticipated future regulatory changes to 
protect biodiversity were included.  As a result, we currently assess physical biodiversity risks as 
not material, but consid er transition risks to be material risk 
drivers for credit risk in the medium and long"
251;Commerzbank_2022_EN-2;14;8;;;;;"term. It can be assumed that biodiversity risks will tend to increase with time. In 
the future, a more in-depth analysis is planned, supported by 
corresponding scenarios – where available – and more advanced evaluation methods in this context. 
4."
252;Commerzbank_2022_EN-2;14;9;;;;;"Supporting the customer 
transformation 
 
Global efforts to combat climate change require not only 
favourable political co nditions and new technical solutions, but 
above all adequate financial resources. This poses numerous 
opportunities for us as a bank: the energy revolution"
253;Commerzbank_2022_EN-2;14;10;;;;;"and reduction 
in CO 2 emissions are creating a need for new technologies and 
products requiring large investments. At the same time, our 
customers are facing new types of non-financial challenges: from 
collecting data and managing th eir own carbon"
254;Commerzbank_2022_EN-2;14;11;;;;;"footprints to 
making decisions on their technological direction in the context of 
the energy transition. In addi tion, interest in sustainable 
investment opportunities is growing, which is why we are developing products and services  that take account of these"
255;Commerzbank_2022_EN-2;14;12;;;;;"
changes while offering an environmental or social benefit.  
We provide our customers with expert advice on transforming 
their business models. We align our offering with their interests, 
evaluate our business success in part based on their satisfaction, 
and incorporate"
256;Commerzbank_2022_EN-2;14;13;;;;;"sustainability into our dialogue formats. Ensuring data security also makes a signif icant contribution to customer 
satisfaction. We continuously chec k this level of satisfaction and 
ensure that we involve our customers at the appropriate points. 
Sustainable financing 
We develop"
257;Commerzbank_2022_EN-2;14;14;;;;;"sustainable products with a view to regulatory requirements and market analysis and apply the Bank’s own specialist and product expertise. These products support our 
customers in their sustainable transformation and at the same time 
provide incentives for companies and private"
258;Commerzbank_2022_EN-2;14;15;;;;;"individuals to become more sustainable. We draw on classic product 
development practices, agile methods and direct dialogue with 
customers. The products prioritised for development are determined in equal measure by the requirements of the Bank’s 
own sustainability strategy, economic considerations"
259;Commerzbank_2022_EN-2;14;16;;;;;"and 
regulatory requirements.  
  Material risk types Climate Risk Biodiversity Risk
Credit Risk
(incl. Counterparty Risk)material material
Market Risk material non-material
Operational Risk 
(incl. Compliance Risik and 
Cyber Risik)material non-material
Reputational Risk material non-material
Physical Asset Risk non-material n.a.
Business Risk material non-material
Liquidity Risk non-material"
260;Commerzbank_2022_EN-2;14;17;;;;;"non-material
Model Risk non-material non-material
The materiality assessment examined the
extend to which biodiversity is a material risk
driver for the Commerzbank Group
"
261;Commerzbank_2022_EN-2;15;0;;;;;" 
     
 56 Commerzbank Annual Report 2022  
In the Corporate Clients segment, we rely on risk and sales data 
to evaluate the ESG dimensions of  our portfolio and to carry out a 
dedicated"
262;Commerzbank_2022_EN-2;15;1;;;;;"potential analysis for new products. As a result, we have identified sectors that offer us new sustainable business 
opportunities and at the same time allow us to provide advisory 
services and financing products to  support our customers in their"
263;Commerzbank_2022_EN-2;15;2;;;;;"
own transformations. The sales and lending departments work 
closely together to address the specifics of ESG issues. mBank also 
began reviewing and evaluating ne w products in terms of their 
impact on the environment and society (including customers) in 
2022."
264;Commerzbank_2022_EN-2;15;3;;;;;"This encompasses sustainabili ty aspects such as greenhouse 
gas emissions and climate change, waste and the circular economy, and equal access to financial services.
 
Promoting renewable energy  
Commerzbank Aktiengesellschaft 
has long, wide-ranging experience 
with renewable energy. Corporate and project"
265;Commerzbank_2022_EN-2;15;4;;;;;"financing along the 
value chain have been part of our 
portfolio since the 1980s and will continue to be a growth area for us 
in the future. The core business of 
the Competence Center Energy (CoC Energy) with its sites"
266;Commerzbank_2022_EN-2;15;5;;;;;"in Hamburg and New York is the global 
provision of finance to wind an d solar parks as well as related 
technology. The plants that are financed are operated in particular by independent power producers, project developers, institutional 
investors and"
267;Commerzbank_2022_EN-2;15;6;;;;;"utilities. 
 
 
 
Today we are one of the largest financiers of renewable energy 
in Europe and we have further expanded our international 
portfolio share in the past year. In 2022, in addition to financing 
for wind farms and"
268;Commerzbank_2022_EN-2;15;7;;;;;"solar parks in Germany, we also successfully 
added new projects and refinancing transactions in France, the 
UK, the Netherlands, Spain and th e USA. Noteworthy projects in 
this category include support for the Bank’s first standalone 
financing of a battery"
269;Commerzbank_2022_EN-2;15;8;;;;;"storage syst em in the USA and the portfolio 
financing of solar parks in Germany with an output of 315 megawatts. CoC Energy’s total fi nancing commitment in 2022 was 
around €8bn.  
  
 
As part of its"
270;Commerzbank_2022_EN-2;15;9;;;;;"2021–2025 business  strategy, mBank has committed 
to mobilising approximately €2.1bn (PLN 10bn) to finance green investments, particularly in renewable energy sources. At the end 
of 2022, mBank’s total renewable energy portfolio had a value of 
€705.9m (PLN 3.4bn). In"
271;Commerzbank_2022_EN-2;15;10;;;;;"2022 alone, mBank provided around €132.9m (PLN 636.5m) for seven photovoltaic projects and four 
wind farm projects. In addition to financing large-scale projects, 
mBank offers financial support for smaller renewable energy projects with a rated output of up to 5"
272;Commerzbank_2022_EN-2;15;11;;;;;"megawatts.  
Commerz Real contributes directly to shaping the energy 
transition by investing in renewable energy. It also sourced electricity from renewable sources for the properties held by its 
funds and special funds, where local markets permitted. 
Demonstrating sustainable solutions"
273;Commerzbank_2022_EN-2;15;12;;;;;"
Commerzbank 
Aktiengesellschaft also incorporates 
sustainability 
considerations into the development of tr aditional financing solutions. We advise 
businesses about the advantages of public promotional loans such 
as KfW’s energy efficiency programmes or its climate protection initiative for small and medium-sized enterprises."
274;Commerzbank_2022_EN-2;15;13;;;;;"We keep an eye 
on new products and product evolutions from the public funding 
bodies and offer these to our customers.  
Within corporate customer lending, since the beginning of 
2022 we have also been  offering sustainable bilateral credit"
275;Commerzbank_2022_EN-2;15;14;;;;;"
products used to fund sustainability-related projects (green loans). Corporate financing can also take the form of KPI-linked loans and 
ESG rating-linked loans, where the margins are based on the 
extent of the company’s tr ansformation efforts.  
  The"
276;Commerzbank_2022_EN-2;15;15;;;;;"total funding commitments of the 
Center of Competence „Energy“ 
amounted to around €8bn in 2022Photovoltaics
20.7%
Wind Offshore 17.1%Wind Onshore 41.7%Corporate Clients
20.2%Renewable energy portfolio
(€bn | financing commitmen ts as at 31 December 2022)
Other 0.3%
€8bn
"
277;Commerzbank_2022_EN-2;16;0;;;;;" 
         
 To our Shareholders  Corporate Responsibility  Management Report Risk Report Fina ncial Statements Further Information 57 
  25 Declaration on corporate governance  
pursuant to Art. 315d"
278;Commerzbank_2022_EN-2;16;1;;;;;"in conjunction with  
Art. 289f of the German Commercial Code (HGB) 
36 Details pursuant to Art. 315 of the German Commercial Code (HGB) 42 Non-financial report   
   
The yardsticks for these efforts are either individually"
279;Commerzbank_2022_EN-2;16;2;;;;;"agreed, 
externally validated indicators such as CO 2 emissions reductions, 
or a recurring sustainability rating from a recognised agency that compares the company’s sustainabili ty efforts with its sector. The 
Bank is also working on expanding other financing products to"
280;Commerzbank_2022_EN-2;16;3;;;;;"
include sustainability components. 
In the Private and Small-Business Customers segment, we offer 
financing for energy-efficient buildings. The green mortgage loans 
scheme, for example, o ffers preferential financing conditions for 
the construction, modernisation or acquisition of buildings – for 
own or"
281;Commerzbank_2022_EN-2;16;4;;;;;"third-party use – whose final energy demand is less than 
50kWh per square metre of usable floor space.  
The green CBU, an individual loan for self-employed people 
and small businesses, also finances sustainable commercial 
investments. Examples of thes e"
282;Commerzbank_2022_EN-2;16;5;;;;;"include heat or electricity 
generation from sustainable, renewable sources and investments 
in electric and hydrogen mobility, which are subsidised by means 
of a reduced interest rate. The intended uses of these projects meet the definition of sustainable products under the"
283;Commerzbank_2022_EN-2;16;6;;;;;"ESG 
framework, meaning that the financing goes towards climate 
protection or climate adaptation activities. 
 
 
 
Responsibility in lending business goes even further for the 
Private Customers segment, however: responsible lending is a holistic advisory approach that also takes"
284;Commerzbank_2022_EN-2;16;7;;;;;"account of potential 
changes in a customer’s economic situation. In line with this 
approach, the Bank’s Risk division has special units dedicated to early risk detection. Their tasks include identifying customers with 
s i g n s  o f"
285;Commerzbank_2022_EN-2;16;8;;;;; f i n a n c i a l  p r o b l e m s  e a r l y  o n  –  a n d  t h u s 
286;Commerzbank_2022_EN-2;16;9;;;;;"b e f o r e  t h e  
emergence of problems threatening their existence, if possible – and suggesting measures to be take n which will, ideally, lead to an 
orderly repayment process. 
Sustainable investments  
and"
287;Commerzbank_2022_EN-2;16;10;;;;;"capital market products 
In the investment business, too, we want to contribute to 
sustainable development and take advantage of the associated business opportunities, for example  by offering sustainable funds, 
integrating sustainability matte rs into asset management and 
using sustainable"
288;Commerzbank_2022_EN-2;16;11;;;;;"capital market instruments. Since 2022, we have also taken our customers’ sustainability 
preferences into consideration as standard when giving 
investment advice. 
Developing sustainable bonds and loans  
In 2007, we were involved in 
issuing the 
world’s first green bond. 
Since"
289;Commerzbank_2022_EN-2;16;12;;;;;"then, we have supported a large number of companies in 
preparing and issuing sustainable bonds. In the year under review alone, Commerzbank Aktiengesellschaft acted as lead manager for 
the issue of 59 sustainable bonds with a total volume of €46.6bn"
290;Commerzbank_2022_EN-2;16;13;;;;;"
(2021: €62.3bn). This volume is  included in the sustainable 
business volume in accordance with  the criteria set out in the ESG 
framework. 
 
 
 
These included a number of innovative transactions, such as 
the first sustainability-linked bond"
291;Commerzbank_2022_EN-2;16;14;;;;;"in the Swiss franc market in 
January 2022 and the largest gr een bond transaction by a 
corporate issuer to date in May 2 022. We continue to be active in 
various industry associations and similar interest groups, thus 
helping"
292;Commerzbank_2022_EN-2;16;15;;;;;"to actively develop the market for sustainable bonds. In total, the Bank has already assisted in the issue of more than 200 
sustainable bonds.  
In addition, Commerzbank Aktiengesellschaft arranges, 
structures and places sustainable promissory note loans and 
syndicated loans,"
293;Commerzbank_2022_EN-2;16;16;;;;;"particularly in the form of ESG-linked loans, for 
corporate customers of varying sizes across a wide range of sectors. In these transactions, we regularly act as sustainability 
coordinator in order to develop ambitious ESG structures, working 
on behalf of the"
294;Commerzbank_2022_EN-2;16;17;;;;;"banking consortium  in close consultation with the 
companies. ESG-linked loans are a comparatively new but very 
fast-growing product category, and now represent the most 
common form of sustainable syndicated loans. The terms of the loans are linked to sustainability"
295;Commerzbank_2022_EN-2;16;18;;;;;"criteria, predominantly in the 
form of sustainability-related KPIs, or to an ESG rating of the 
borrower. If the borrower meets the predefined targets for these KPIs or the underlying rating, th e interest rate is lower – with 
higher interest"
296;Commerzbank_2022_EN-2;16;19;;;;;"rates applying if  they are not met. Sustainable 
promissory note loans operate in essentially the same way. Since 2017, we have been participating in working groups of the Loan 
Market Association to actively  shape the implementation of 
sustainability"
297;Commerzbank_2022_EN-2;16;20;;;;;"in the syndicated loan market.  With our “Green Mortgage” the financing conditions for the 
construction, modernization or acquisition of buildings for 
personal or third-party use are discountedIn 2022, Commerzbank was lead manager 
in the issuance of 59 sustainable bonds"
298;Commerzbank_2022_EN-2;16;21;;;;;"
with a total volume of €46.6bn
"
299;Commerzbank_2022_EN-2;17;0;;;;;" 
     
 58 Commerzbank Annual Report 2022  
In 2022, Commerzbank Aktiengese llschaft was involved in 71 
ESG-/Sustainability-linked syndicated loans for companies in 
Europe with a total transaction volume of €103.8bn. It was also involved"
300;Commerzbank_2022_EN-2;17;1;;;;;"as the arranger in eight sustainable promissory note 
loans with a total transaction volu me of €3.24bn, of which €800m 
was attributable to the largest sustainable promissory note transaction anywhere in the world to date. 
 
 
 
Sustainability aspects"
301;Commerzbank_2022_EN-2;17;2;;;;;"are also playing an increasingly 
i m p o r t a n t  r o l e  i n  t h e  B a n k ’ s  o w n  i n"
302;Commerzbank_2022_EN-2;17;3;;;;;"v e s t m e n t s .  A s  p a r t  o f  i t s  
liquidity management activities , Commerzbank Aktiengesellschaft 
is increasingly investing in sustainable bonds and building"
303;Commerzbank_2022_EN-2;17;4;;;;;"up its 
o w n  E S G  p o r t f o l i o .  T o  t h i s  e n d ,  t h e  B a"
304;Commerzbank_2022_EN-2;17;5;;;;;"n k  p l a n s  t o  i n v e s t  a n  
increasing proportion of its own assets in green, social and sustainability bonds. By the end of 2022, their"
305;Commerzbank_2022_EN-2;17;6;;;;;"volume within the 
liquidity portfolio had reached €2.2bn. Commerzbank takes 
sustainability aspects into consideration in its company pension s c h e m e  i n  G e r m a n y ,  w i t"
306;Commerzbank_2022_EN-2;17;7;;;;;"h  a s s e t  m a n a g e r s  o n l y  s e l e c t e d  f o r  t h e  
p"
307;Commerzbank_2022_EN-2;17;8;;;;;e n s i o n  p l a n  i f  t h e y  h a v e  s i g n e d  u p  t o  t h
308;Commerzbank_2022_EN-2;17;9;;;;;"e  U N  P r i n c i p l e s  f o r  
Responsible Investment (UN PRI). 
Investing customers’ money sustainably 
As a signatory to 
the UN PRI, 
the Asset Management 
unit at"
309;Commerzbank_2022_EN-2;17;10;;;;;"Commerzbank Aktiengesells chaft is committed to making 
responsible investment decisions. Asset Management therefore offers wealthy individuals and corporate customers various 
solutions that take environmen tal and social factors into 
consideration. In particular, cu stomers can agree on individual 
sustainable asset"
310;Commerzbank_2022_EN-2;17;11;;;;;"management in which the security selection not 
only takes exclusion criteria and sustainability ratings into 
account, but also aims to invest in companies with sustainable business activities. Overall, the proportion of sustainable 
investments, which under the ESG framework feed into"
311;Commerzbank_2022_EN-2;17;12;;;;;"the 
sustainable business volume, has increased significantly in recent years and as at the end of 2022 accounted for 10.7% of 
Commerzbank Asset Management’s AuM.  
The motif investing product offered by Commerzbank’s 
comdirect brand enables customers to make targeted"
312;Commerzbank_2022_EN-2;17;13;;;;;"investments 
in megatrends without the need to  obtain advice. The funds, ETFs 
and equities are sorted into themes such as robotics, health, technology and sustainability, which customers can then use to 
compile their portfolio.  These products are also"
313;Commerzbank_2022_EN-2;17;14;;;;;"available to select for other investment 
formats such as savings plans. comdirect is also responding to 
customer demand for green investment opportunities via its digital asset management service, cominvest green. 
mBank is also active in this segment, having launched a"
314;Commerzbank_2022_EN-2;17;15;;;;;"new 
ESG investment strategy in Se ptember 2019. Private customers 
can now invest in ETF-based equity and bond portfolios that have 
a positive impact on the environment and society. The value of 
assets invested in ESG asset management strategies for"
315;Commerzbank_2022_EN-2;17;16;;;;;"private customers shrank by 20% year on year to €32m (PLN 153m) as at 
the end of 2022, but at the same ti me these strategi es’ share of the 
total volume rose year on year from 29% to 32%."
316;Commerzbank_2022_EN-2;17;17;;;;;"
Commerz Real combines sustainable investment opportunities 
with a direct contribution to sh aping the energy revolution: the 
first investments were made in solar energy via funds back in 2005, and numerous inve stments have followed. The portfolio was 
also expanded"
317;Commerzbank_2022_EN-2;17;18;;;;;"to include onshore and offshore wind turbines. 
With a total annual output of around 1,623 megawatts from 57 ground-mounted solar power plants and 43 onshore/offshore wind 
farms, the Commerz Real Group is now one of the biggest German 
asset managers"
318;Commerzbank_2022_EN-2;17;19;;;;;"in this segment. The total transaction volume in 
renewable energy stood at around €4.2bn at the end of 2022.  
 
 
 
In 2020, Commerz Real launched klimaVest, the first open-
ended real asset fund in the renewable energy sector"
319;Commerzbank_2022_EN-2;17;20;;;;;"aimed at 
private investors, with redemption rights in the form of an ELTIF 
(European Long-Term Investment Fund). Since 2021, the fund has 
met the transparency requirements to qualify as a sustainable 
financial product under Article 9 of the EU Disclosure"
320;Commerzbank_2022_EN-2;17;21;;;;;"Regulation. 
klimaVest invests mainly in facilities for the generation of renewable energy and in the in frastructure of the energy 
revolution. The fund’s investment objective is to generate 
attractive risk-adjusted return s for investors while making a 
positive contribution to"
321;Commerzbank_2022_EN-2;17;22;;;;;"the achievement of environmentally 
sustainable objectives within the meaning of the EU taxonomy. 
klimaVest’s volume stood at around €992.3m at end-2022. This figure is expected to grow to €4.5bn by 2025, with a target of 
around €2.2bn in equity. 
Commerz"
322;Commerzbank_2022_EN-2;17;23;;;;;"Real also sets great store by sustainability in 
managing its real estate assets, such as with hausInvest. With 
€17.4bn in assets at th e end of 2022, the fund is one of the largest 
open-ended real estate funds in Europe."
323;Commerzbank_2022_EN-2;17;24;;;;;"  In 2022, Commerzbank participat ed in 71 ESG-/Sustainability-
linked syndicated loans for companies in Western Europe 
with a total volume of €103.8bn
The „klimaVest“ is the first open-ended real asset fund
in the field of renewable energies
for private investors
"
324;Commerzbank_2022_EN-2;18;0;;;;;" 
         
 To our Shareholders  Corporate Responsibility  Management Report Risk Report Fina ncial Statements Further Information 59 
  25 Declaration on corporate governance  
pursuant to Art. 315d"
325;Commerzbank_2022_EN-2;18;1;;;;;"in conjunction with  
Art. 289f of the German Commercial Code (HGB) 
36 Details pursuant to Art. 315 of the German Commercial Code (HGB) 42 Non-financial report   
   
In 2021, it became one of the firs"
326;Commerzbank_2022_EN-2;18;2;;;;;"t open-ended real estate funds 
to promote environmental and/or social objectives pursuant to 
Article 8 of the Disclosure Regulation. The fund has expanded its investment strategy accordingly. The aim is to reduce the 
portfolio’s CO
2 footprint to 14 kilogrammes per"
327;Commerzbank_2022_EN-2;18;3;;;;;"square meter by 
2050. In August 2022, hausInvest decided to meet the requirement level for environmentally sustai nable investments under the EU 
taxonomy and the minimum requirements for sustainable 
investments for the purposes of the EU Disclosure Regulation. The taxonomy"
328;Commerzbank_2022_EN-2;18;4;;;;;"states that their minimu m share is 5% of the fair value 
of the real estate belonging to th e special fund. In determining the 
fair value mentioned above, project developments are included from the time of their completion and"
329;Commerzbank_2022_EN-2;18;5;;;;;"properties held by real 
estate companies are included in  proportion to their ownership 
interest. 
Trading or offsetting emissions  
Commerzbank Aktiengesellschaft is a participant in the European 
Emissions Trading Scheme (EU ETS) and the UK Emissions 
Trading Scheme (UK"
330;Commerzbank_2022_EN-2;18;6;;;;;"ETS). It advises companies on the 
procurement of carbon emissions rights and on the associated risk management aspects, and helps to implement the resulting trading 
strategies. In addition, there is the option of voluntarily offsetting a 
company’s unavoidable carbon emissions"
331;Commerzbank_2022_EN-2;18;7;;;;;"with certificates from emission reduction projects. As a member of the World Bank’s 
Carbon Pricing Leadership Coalition (CPLC), the Bank also 
participates in the global debate on carbon pricing. 
In equipment leasing, Commerz Real has started to anchor 
sustainability in"
332;Commerzbank_2022_EN-2;18;8;;;;;"its business via its subsidiary Commerz Real 
Mobilienleasing (CRML). CRML’s PRO Climate Lease also offers the option to support projects aimed at avoiding or absorbing CO
2 
emissions in parallel with the financing business.  
Ensuring data security 
The protection of"
333;Commerzbank_2022_EN-2;18;9;;;;;"customer data and compliance with banking secrecy requirements are of the utmost importance in this era of 
increasing digitalisation. They ar e fundamental to the satisfaction 
of our customers and to trust within a long-term business 
relationship. That is why"
334;Commerzbank_2022_EN-2;18;10;;;;;"data se curity is a key issue for us in 
terms of responsible banking.  
Responding to cyber crime 
With the increasing digital netw orking of state, business and 
society, cyber security and resilience are becoming more and 
more important."
335;Commerzbank_2022_EN-2;18;11;;;;;"Commerzbank scrutinises not only its own 
information, premises and IT systems, but also those of its customers and service providers, including any independent 
transport routes.  C y b e r  s e c u r i t y"
336;Commerzbank_2022_EN-2;18;12;;;;; i s  a  s t r o n g  d r i v e r  o f  c u s t o m e r  c o n f i d e n
337;Commerzbank_2022_EN-2;18;13;;;;;"c e  a n d  
thus an important competitive factor. As part of the critical 
infrastructure, the financial industry is subject to enhanced legal requirements. 
 
 
 
We want to adequately address both this trend and future"
338;Commerzbank_2022_EN-2;18;14;;;;;"
challenges relating to the management of cyber risks. Cyber and 
information security risks are managed by the Group division 
Group Risk Management – Cyber Risk
 & Information Security 
(GRM-CRIS), which reports to the Group Chief Information 
Security Officer. In addition"
339;Commerzbank_2022_EN-2;18;15;;;;;"to established security functions such 
as the Information Security Mana gement System, the focus is on 
managing cyber risk appropriately and on strengthening 
Commerzbank’s cyber-resilience (including its information 
security incident management capabilities). To cover the human element, we also rely"
340;Commerzbank_2022_EN-2;18;16;;;;;"on our employees being highly security and 
risk-conscious. We promote this via a special, multi-award-
winning information security awareness campaign. GRM-CRIS also addresses the interplay between cyber and information 
security risks and other types of risk relating to areas such as"
341;Commerzbank_2022_EN-2;18;17;;;;;"HR, 
procurement, BCM and physical security. Commerzbank Aktiengesellschaft is a foundi n g  m e m b e r  o f  t h e  G e r m a n  
Competence Centre against Cybercrime (G4C)"
342;Commerzbank_2022_EN-2;18;18;;;;;"association, which 
collaborates with the Federal Criminal Police Office. The association’s aim is to develop and optimise measures to 
counteract cyber crime in order to protect its members and their 
customers against damage. 
mBank also attaches great importance to the"
343;Commerzbank_2022_EN-2;18;19;;;;;"security of its IT 
systems and the data they co ntain, deploying suitable 
organisational and technical solutions. Every employee of mBank i n  P o l a n d  i s  r e q u i r"
344;Commerzbank_2022_EN-2;18;20;;;;;e d  t o  c o m p l e t e  c y b e r  s e c u r i t y  t r a i n i n g  o
345;Commerzbank_2022_EN-2;18;21;;;;;"n c e  a  
year. The bank’s security department also includes a 24-hour 
security operations centre (SOC). Employees and customers can report all cyber security matters to the SOC, including identified 
incidents, attempted attacks and suspicious transactions. mBank"
346;Commerzbank_2022_EN-2;18;22;;;;;"
also offers free support in the event of cyber incidents when customers have been vi ctims of cyber crime. 
Ensuring data protection  
Commerzbank Aktiengesellschaft takes the protection of personal 
data very seriously and compli es with the applicable data"
347;Commerzbank_2022_EN-2;18;23;;;;;"
protection rules, in particular the provisions of the EU General Data Protection Regulation and th e Group Data Protection Policy.  
  Data security plays a key role
in responsible banking"
348;Commerzbank_2022_EN-2;19;0;;;;;" 
     
 60 Commerzbank Annual Report 2022  
The purpose of this policy is to ensure a consistently high level 
of data protection in the Grou p and to respect the fundamental 
rights and freedoms"
349;Commerzbank_2022_EN-2;19;1;;;;;"of data subjects over the long term. It includes principles applicable Group-wide for the collection, 
processing, use and international transmission of personal data. 
Making sparing, proportionate, necessary use of personal data 
only within the legally  permissible limits is a"
350;Commerzbank_2022_EN-2;19;2;;;;;"right under the 
Charter of Fundamental Rights of  the European Union, to which 
Commerzbank is expressly commi tted. This also includes 
processing only for a specific purpose and ensuring transparency 
towards and the provision of information to the data"
351;Commerzbank_2022_EN-2;19;3;;;;;"subject. 
Commerzbank also transfers personal  data to third parties only if 
this is lawful and it is not apparent that there is a risk to the 
fundamental rights and freedoms of the data subject; this includes 
transfers of personal"
352;Commerzbank_2022_EN-2;19;4;;;;;"data to auth orities. Personal data is deleted 
as soon as it is no longer required for business purposes and there 
is no other legitimate reason  preventing deletion. We can 
demonstrate that we comply ov er time with the"
353;Commerzbank_2022_EN-2;19;5;;;;;"principles 
governing the processing of personal data. 
 
 
 
Commerzbank investigates inquiries, complaints, requests for 
information and breaches of personal data protection without 
delay and keeps in close communication with the data subject, 
especially when there may be risks"
354;Commerzbank_2022_EN-2;19;6;;;;;"to their fundamental rights and freedoms. In addition, data subjects can contact Commerzbank’s 
data protection officer at any time. To raise our employees’ 
awareness of data privacy and data security issues and keep them informed, there are regular training sessions"
355;Commerzbank_2022_EN-2;19;7;;;;;"and mandatory 
educational programmes. 
Commerzbank’s data protection officer is responsible for data 
protection management for the comdirect brand. Commerz Real 
has a central data protection officer and data protection 
coordinators in the departments. In Poland, mBank’s data protection officer and"
356;Commerzbank_2022_EN-2;19;8;;;;;"the associ ated team support the bank’s 
business units, based on the Person al Data Security Policy and the 
Policy for Personal Data Management over Time. 
Given that the Bank has almost 11 million customers in 
Germany and around 5.7"
357;Commerzbank_2022_EN-2;19;9;;;;;"million in Poland, the Czech Republic 
and Slovakia, plus around 26,000 corporate customer associations, groups, financial service providers and institutional customers 
worldwide, the number of data protection complaints was again 
comparatively low in 2022.  For example, the data protection"
358;Commerzbank_2022_EN-2;19;10;;;;;"officer of Commerzbank 
Aktiengesellschaft in Germany received 199 customer complaints 
in the year under review. In most cases, the complaint was that data had been put to unauthoris ed use or had become known to 
third parties. 
 
 
"
359;Commerzbank_2022_EN-2;19;11;;;;;"
Using big data responsibly 
The use of big data and advanced analytics (BDAA) is of central 
strategic importance for Commerzban k. Efficient and holistic data 
processing offers great opportunities for all segments and Group 
divisions: as a basis for decision-making"
360;Commerzbank_2022_EN-2;19;12;;;;;"in the management of 
operational processes, for more detailed and faster analysis, and for improved service and cross-selling. In addition, BDAA provides 
methods for efficiently designing Group-wide models to calculate 
credit and operational risk as well as capital requirements, and"
361;Commerzbank_2022_EN-2;19;13;;;;;"to perform stress testing. This helps to ensure regulatory compliance 
and improve capital efficiency. To comply with the high data 
protection standards, Commerzbank Aktiengesellschaft works with pseudonymisation, anonymisation and micro-segmentation.  
Maintaining dialogue 
For us, product transparency and fairness towards"
362;Commerzbank_2022_EN-2;19;14;;;;;"our customers mean providing holistic and comprehensible advice on financial 
products, their risks and possible alternatives in accordance with 
long-term needs. This also includes documenting the advisory process in transparent fashion. In recent years, we have 
introduced new products and"
363;Commerzbank_2022_EN-2;19;15;;;;;"serv ices with particular customer 
benefits. These include a green ecosystem, green mortgage loans and the new “money mate” investment solution.  
All units of the Group get thei r customers actively involved. 
Experts communicate with customers through various channels"
364;Commerzbank_2022_EN-2;19;16;;;;;"to ensure that their ideas and suggestions are taken into account 
when developing products and services. The Commerzbank 
Aktiengesellschaft UX Studio supports this process with insights into users’ needs and expectations. UX stands for user experience, 
i.e. the customer’s experience"
365;Commerzbank_2022_EN-2;19;17;;;;;"before, during and after their use of 
a product.  
  The purpose of the data protection policy is to ensure a 
consistently high level of data protection and to respect
the fundamental rights and freedoms of affected
persons sustainablyThe efficient"
366;Commerzbank_2022_EN-2;19;18;;;;;"and holistic processing of data
offers great opportunities"
367;Commerzbank_2022_EN-2;20;0;;;;;" 
         
 To our Shareholders  Corporate Responsibility  Management Report Risk Report Fina ncial Statements Further Information 61 
  25 Declaration on corporate governance  
pursuant to Art. 315d"
368;Commerzbank_2022_EN-2;20;1;;;;;"in conjunction with  
Art. 289f of the German Commercial Code (HGB) 
36 Details pursuant to Art. 315 of the German Commercial Code (HGB) 42 Non-financial report   
   
In UX research studies, customers, non-customers and 
employees"
369;Commerzbank_2022_EN-2;20;2;;;;;"are involved at an early stage in the entire development 
process and in live operations to ensure offerings are customer-focused. 
The comdirect brand carries out ac tivities to foster customer 
loyalty that are based in part on the “comdirect community”,"
370;Commerzbank_2022_EN-2;20;3;;;;;"where customers and others with an interest in the financial 
markets can discuss products and other financial topics with the 
Bank.  
Commerzbank Aktiengesellschaft’ s Corporate Clients segment 
conducts regular customer surveys on specific topics in order to 
develop its"
371;Commerzbank_2022_EN-2;20;4;;;;;"range of products and services. This provides us with information on customer preferences and requirements, which can 
be used in the design of products and processes. 
 
 
 
In addition, Commerzbank Aktien gesellschaft actively involves 
its customers through various"
372;Commerzbank_2022_EN-2;20;5;;;;;"customer advisory councils. In a 
central advisory council and te n regional advisory councils, 
selected figures from companies, institutions and public life have 
the opportunity to ente r into direct dialogue with the Board of 
Managing Directors, find out about"
373;Commerzbank_2022_EN-2;20;6;;;;;"the performance of the business and contribute their experience and expectations. 
Surveying target groups 
SME topics are at the heart of Commerzbank’s “Unternehmer-
perspektiven” initiative (“Business Owners’ Views”). Once a year it 
surveys owners and top-level managers from companies of different"
374;Commerzbank_2022_EN-2;20;7;;;;;"sizes and from diffe rent industries. In 2022, 300 
companies were surveyed for a study entitled “Wirtschaft im 
Umbruch: nachhaltig und digital” (“Economy in turmoil: sustainable and digital”) about the status of their sustainability 
implementation in the face of the"
375;Commerzbank_2022_EN-2;20;8;;;;;"multiple crises th at are currently 
occurring. In addition, the study provides answers to questions on how companies are dealing with data  today and the role played by 
digital ethics in this. The results also show the opportunities 
associated"
